Year,Month,County,County_Code,Deaths,latitude,longitude,Population
2007,Mar,"Cuyahoga County, OH",39035,10,41.4301347,-81.6905558,1294000
2007,Mar,"Philadelphia County, PA",42101,36,40.0114538,-75.1326504,1530000
2007,Mar,"Shelby County, TN",47157,12,35.1782557,-89.8739775,919964
2007,Mar,"Dallas County, TX",48113,22,32.7620405,-96.7790069,2382000
2007,Mar,"Harris County, TX",48201,31,29.8119769,-95.3741247,3909000
2007,Mar,"Milwaukee County, WI",55079,10,43.01641545,-87.97373035,952185
2007,Apr,"Maricopa County, AZ",4013,21,33.34883,-112.49123,3873000
2007,Apr,"Los Angeles County, CA",6037,58,34.3155072,-118.2096814,9735000
2007,Apr,"San Bernardino County, CA",6071,16,34.8253019,-116.0833144,1993000
2007,Apr,"District of Columbia, DC",11001,10,38.8949549,-77.0366456,659009
2007,Apr,"Miami-Dade County, FL",12086,23,25.6364246,-80.4989467,2454000
2007,Apr,"Fulton County, GA",13121,14,34.0580391,-84.2961283,990790
2007,Apr,"Cook County, IL",17031,28,41.8197385,-87.756525,5236000
2007,Apr,"East Baton Rouge Parish, LA",22033,10,30.5254797,-91.0899217,430700
2007,Apr,"Prince George's County, MD",24033,13,38.803929,-76.8518695,832699
2007,Apr,"Baltimore city, MD",24510,17,39.2559916,-76.634341,640150
2007,Apr,"Wayne County, MI",26163,17,42.2682408,-83.2844172,1981000
2007,Apr,"Kings County, NY",36047,10,40.64530975,-73.95502303,2539000
2007,Apr,"Cuyahoga County, OH",39035,11,41.4301347,-81.6905558,1294000
2007,Apr,"Allegheny County, PA",42003,10,40.4597204,-79.9760405,1220000
2007,Apr,"Philadelphia County, PA",42101,34,40.0114538,-75.1326504,1530000
2007,Apr,"Shelby County, TN",47157,12,35.1782557,-89.8739775,919964
2007,Apr,"Dallas County, TX",48113,14,32.7620405,-96.7790069,2382000
2007,Apr,"Harris County, TX",48201,23,29.8119769,-95.3741247,3909000
2007,Apr,"Montgomery County, VA",51121,10,37.1810438,-80.3918782,89284
2007,May,"Maricopa County, AZ",4013,30,33.34883,-112.49123,3873000
2007,May,"Los Angeles County, CA",6037,66,34.3155072,-118.2096814,9735000
2007,May,"Riverside County, CA",6065,11,33.7219991,-116.0372472,2056000
2007,May,"San Diego County, CA",6073,12,32.9637838,-116.7706277,2976000
2007,May,"Duval County, FL",12031,10,30.3540073,-81.6632109,848841
2007,May,"Miami-Dade County, FL",12086,15,25.6364246,-80.4989467,2454000
2007,May,"Orange County, FL",12095,17,28.495156,-81.3111658,1066000
2007,May,"Cook County, IL",17031,33,41.8197385,-87.756525,5236000
2007,May,"Lake County, IN",18089,12,41.4193829,-87.3692227,702479
2007,May,"Orleans Parish, LA",22071,11,30.0801436,-89.9319134,288113
2007,May,"Baltimore city, MD",24510,27,39.2559916,-76.634341,640150
2007,May,"Wayne County, MI",26163,30,42.2682408,-83.2844172,1981000
2007,May,"Clark County, NV",32003,10,36.13440979,-115.0472645,1839000
2007,May,"Bronx County, NY",36005,11,40.85703325,-73.83669616,1385000
2007,May,"Kings County, NY",36047,22,40.64530975,-73.95502303,2539000
2007,May,"Cuyahoga County, OH",39035,17,41.4301347,-81.6905558,1294000
2007,May,"Philadelphia County, PA",42101,26,40.0114538,-75.1326504,1530000
2007,May,"Shelby County, TN",47157,13,35.1782557,-89.8739775,919964
2007,May,"Dallas County, TX",48113,26,32.7620405,-96.7790069,2382000
2007,May,"Harris County, TX",48201,28,29.8119769,-95.3741247,3909000
2007,Jun,"Jefferson County, AL",1073,14,33.5228184,-86.9164513,661477
2007,Jun,"Maricopa County, AZ",4013,20,33.34883,-112.49123,3873000
2007,Jun,"Alameda County, CA",6001,18,37.6090291,-121.899142,1449000
2007,Jun,"Los Angeles County, CA",6037,65,34.3155072,-118.2096814,9735000
2007,Jun,"San Bernardino County, CA",6071,22,34.8253019,-116.0833144,1993000
2007,Jun,"District of Columbia, DC",11001,20,38.8949549,-77.0366456,659009
2007,Jun,"Broward County, FL",12011,11,26.1598074,-80.4623642,1747000
2007,Jun,"Duval County, FL",12031,11,30.3540073,-81.6632109,848841
2007,Jun,"Miami-Dade County, FL",12086,17,25.6364246,-80.4989467,2454000
2007,Jun,"Fulton County, GA",13121,12,34.0580391,-84.2961283,990790
2007,Jun,"Cook County, IL",17031,52,41.8197385,-87.756525,5236000
2007,Jun,"Orleans Parish, LA",22071,14,30.0801436,-89.9319134,288113
2007,Jun,"Baltimore city, MD",24510,25,39.2559916,-76.634341,640150
2007,Jun,"Wayne County, MI",26163,48,42.2682408,-83.2844172,1981000
2007,Jun,"Clark County, NV",32003,11,36.13440979,-115.0472645,1839000
2007,Jun,"Kings County, NY",36047,18,40.64530975,-73.95502303,2539000
2007,Jun,"Philadelphia County, PA",42101,31,40.0114538,-75.1326504,1530000
2007,Jun,"Shelby County, TN",47157,17,35.1782557,-89.8739775,919964
2007,Jun,"Dallas County, TX",48113,14,32.7620405,-96.7790069,2382000
2007,Jun,"Harris County, TX",48201,17,29.8119769,-95.3741247,3909000
2007,Jul,"Jefferson County, AL",1073,18,33.5228184,-86.9164513,661477
2007,Jul,"Maricopa County, AZ",4013,34,33.34883,-112.49123,3873000
2007,Jul,"Alameda County, CA",6001,13,37.6090291,-121.899142,1449000
2007,Jul,"Los Angeles County, CA",6037,81,34.3155072,-118.2096814,9735000
2007,Jul,"San Bernardino County, CA",6071,14,34.8253019,-116.0833144,1993000
2007,Jul,"San Diego County, CA",6073,10,32.9637838,-116.7706277,2976000
2007,Jul,"Duval County, FL",12031,16,30.3540073,-81.6632109,848841
2007,Jul,"Miami-Dade County, FL",12086,17,25.6364246,-80.4989467,2454000
2007,Jul,"Orange County, FL",12095,11,28.495156,-81.3111658,1066000
2007,Jul,"Fulton County, GA",13121,17,34.0580391,-84.2961283,990790
2007,Jul,"Cook County, IL",17031,36,41.8197385,-87.756525,5236000
2007,Jul,"Lake County, IN",18089,11,41.4193829,-87.3692227,702479
2007,Jul,"Jefferson Parish, LA",22051,11,29.8502657,-90.1293894,440339
2007,Jul,"Orleans Parish, LA",22071,14,30.0801436,-89.9319134,288113
2007,Jul,"Prince George's County, MD",24033,11,38.803929,-76.8518695,832699
2007,Jul,"Baltimore city, MD",24510,19,39.2559916,-76.634341,640150
2007,Jul,"Wayne County, MI",26163,30,42.2682408,-83.2844172,1981000
2007,Jul,"Clark County, NV",32003,16,36.13440979,-115.0472645,1839000
2007,Jul,"Kings County, NY",36047,20,40.64530975,-73.95502303,2539000
2007,Jul,"Cuyahoga County, OH",39035,18,41.4301347,-81.6905558,1294000
2007,Jul,"Philadelphia County, PA",42101,34,40.0114538,-75.1326504,1530000
2007,Jul,"Shelby County, TN",47157,17,35.1782557,-89.8739775,919964
2007,Jul,"Bexar County, TX",48029,10,29.4263987,-98.5104781,1589000
2007,Jul,"Dallas County, TX",48113,13,32.7620405,-96.7790069,2382000
2007,Jul,"Harris County, TX",48201,33,29.8119769,-95.3741247,3909000
2007,Jul,"Milwaukee County, WI",55079,10,43.01641545,-87.97373035,952185
2007,Aug,"Maricopa County, AZ",4013,20,33.34883,-112.49123,3873000
2007,Aug,"Alameda County, CA",6001,11,37.6090291,-121.899142,1449000
2007,Aug,"Fresno County, CA",6019,11,36.6713502,-119.8155355,889888
2007,Aug,"Los Angeles County, CA",6037,73,34.3155072,-118.2096814,9735000
2007,Aug,"San Bernardino County, CA",6071,13,34.8253019,-116.0833144,1993000
2007,Aug,"District of Columbia, DC",11001,10,38.8949549,-77.0366456,659009
2007,Aug,"Duval County, FL",12031,12,30.3540073,-81.6632109,848841
2007,Aug,"Miami-Dade County, FL",12086,15,25.6364246,-80.4989467,2454000
2007,Aug,"DeKalb County, GA",13089,10,33.7575613,-84.2186508,733746
2007,Aug,"Fulton County, GA",13121,13,34.0580391,-84.2961283,990790
2007,Aug,"Cook County, IL",17031,50,41.8197385,-87.756525,5236000
2007,Aug,"Jefferson County, KY",21111,11,38.1787175,-85.664528,711766
2007,Aug,"Orleans Parish, LA",22071,25,30.0801436,-89.9319134,288113
2007,Aug,"Prince George's County, MD",24033,12,38.803929,-76.8518695,832699
2007,Aug,"Baltimore city, MD",24510,28,39.2559916,-76.634341,640150
2007,Aug,"Wayne County, MI",26163,37,42.2682408,-83.2844172,1981000
2007,Aug,"Clark County, NV",32003,12,36.13440979,-115.0472645,1839000
2007,Aug,"Bronx County, NY",36005,12,40.85703325,-73.83669616,1385000
2007,Aug,"Hamilton County, OH",39061,11,39.2085354,-84.5501874,855928
2007,Aug,"Philadelphia County, PA",42101,23,40.0114538,-75.1326504,1530000
2007,Aug,"Bexar County, TX",48029,10,29.4263987,-98.5104781,1589000
2007,Aug,"Dallas County, TX",48113,14,32.7620405,-96.7790069,2382000
2007,Aug,"Harris County, TX",48201,31,29.8119769,-95.3741247,3909000
2007,Sep,"Jefferson County, AL",1073,10,33.5228184,-86.9164513,661477
2007,Sep,"Maricopa County, AZ",4013,18,33.34883,-112.49123,3873000
2007,Sep,"Alameda County, CA",6001,17,37.6090291,-121.899142,1449000
2007,Sep,"Los Angeles County, CA",6037,56,34.3155072,-118.2096814,9735000
2007,Sep,"District of Columbia, DC",11001,14,38.8949549,-77.0366456,659009
2007,Sep,"Miami-Dade County, FL",12086,12,25.6364246,-80.4989467,2454000
2007,Sep,"DeKalb County, GA",13089,10,33.7575613,-84.2186508,733746
2007,Sep,"Fulton County, GA",13121,12,34.0580391,-84.2961283,990790
2007,Sep,"Cook County, IL",17031,47,41.8197385,-87.756525,5236000
2007,Sep,"East Baton Rouge Parish, LA",22033,10,30.5254797,-91.0899217,430700
2007,Sep,"Orleans Parish, LA",22071,14,30.0801436,-89.9319134,288113
2007,Sep,"Baltimore city, MD",24510,15,39.2559916,-76.634341,640150
2007,Sep,"Wayne County, MI",26163,43,42.2682408,-83.2844172,1981000
2007,Sep,"Jackson County, MO",29095,11,40.6531945,-106.3447246,685246
2007,Sep,"Essex County, NJ",34013,12,40.7913922,-74.2479444,769139
2007,Sep,"Kings County, NY",36047,15,40.64530975,-73.95502303,2539000
2007,Sep,"Philadelphia County, PA",42101,20,40.0114538,-75.1326504,1530000
2007,Sep,"Bexar County, TX",48029,10,29.4263987,-98.5104781,1589000
2007,Sep,"Dallas County, TX",48113,18,32.7620405,-96.7790069,2382000
2007,Sep,"Harris County, TX",48201,23,29.8119769,-95.3741247,3909000
2007,Sep,"Milwaukee County, WI",55079,13,43.01641545,-87.97373035,952185
2007,Oct,"Jefferson County, AL",1073,12,33.5228184,-86.9164513,661477
2007,Oct,"Maricopa County, AZ",4013,21,33.34883,-112.49123,3873000
2007,Oct,"Contra Costa County, CA",6013,10,37.9034806,-121.9175345,1011000
2007,Oct,"Los Angeles County, CA",6037,59,34.3155072,-118.2096814,9735000
2007,Oct,"District of Columbia, DC",11001,16,38.8949549,-77.0366456,659009
2007,Oct,"Duval County, FL",12031,13,30.3540073,-81.6632109,848841
2007,Oct,"Miami-Dade County, FL",12086,14,25.6364246,-80.4989467,2454000
2007,Oct,"Cook County, IL",17031,38,41.8197385,-87.756525,5236000
2007,Oct,"Orleans Parish, LA",22071,22,30.0801436,-89.9319134,288113
2007,Oct,"Baltimore city, MD",24510,16,39.2559916,-76.634341,640150
2007,Oct,"Wayne County, MI",26163,37,42.2682408,-83.2844172,1981000
2007,Oct,"Essex County, NJ",34013,11,40.7913922,-74.2479444,769139
2007,Oct,"Bronx County, NY",36005,10,40.85703325,-73.83669616,1385000
2007,Oct,"Kings County, NY",36047,14,40.64530975,-73.95502303,2539000
2007,Oct,"Philadelphia County, PA",42101,30,40.0114538,-75.1326504,1530000
2007,Oct,"Shelby County, TN",47157,13,35.1782557,-89.8739775,919964
2007,Oct,"Dallas County, TX",48113,20,32.7620405,-96.7790069,2382000
2007,Oct,"Harris County, TX",48201,27,29.8119769,-95.3741247,3909000
2007,Oct,"Tarrant County, TX",48439,10,32.7513658,-97.335696,1710000
2007,Oct,"Milwaukee County, WI",55079,14,43.01641545,-87.97373035,952185
2007,Nov,"Jefferson County, AL",1073,12,33.5228184,-86.9164513,661477
2007,Nov,"Maricopa County, AZ",4013,30,33.34883,-112.49123,3873000
2007,Nov,"Los Angeles County, CA",6037,48,34.3155072,-118.2096814,9735000
2007,Nov,"District of Columbia, DC",11001,10,38.8949549,-77.0366456,659009
2007,Nov,"Broward County, FL",12011,12,26.1598074,-80.4623642,1747000
2007,Nov,"Duval County, FL",12031,11,30.3540073,-81.6632109,848841
2007,Nov,"Miami-Dade County, FL",12086,21,25.6364246,-80.4989467,2454000
2007,Nov,"Palm Beach County, FL",12099,10,26.6279798,-80.4494174,1265000
2007,Nov,"DeKalb County, GA",13089,11,33.7575613,-84.2186508,733746
2007,Nov,"Fulton County, GA",13121,12,34.0580391,-84.2961283,990790
2007,Nov,"Cook County, IL",17031,30,41.8197385,-87.756525,5236000
2007,Nov,"Orleans Parish, LA",22071,12,30.0801436,-89.9319134,288113
2007,Nov,"Prince George's County, MD",24033,11,38.803929,-76.8518695,832699
2007,Nov,"Baltimore city, MD",24510,12,39.2559916,-76.634341,640150
2007,Nov,"Wayne County, MI",26163,23,42.2682408,-83.2844172,1981000
2007,Nov,"St. Louis city, MO",29510,14,38.6267938,-90.19770345,355663
2007,Nov,"Clark County, NV",32003,10,36.13440979,-115.0472645,1839000
2007,Nov,"Essex County, NJ",34013,12,40.7913922,-74.2479444,769139
2007,Nov,"Kings County, NY",36047,16,40.64530975,-73.95502303,2539000
2007,Nov,"Philadelphia County, PA",42101,27,40.0114538,-75.1326504,1530000
2007,Nov,"Dallas County, TX",48113,15,32.7620405,-96.7790069,2382000
2007,Nov,"Harris County, TX",48201,26,29.8119769,-95.3741247,3909000
2007,Dec,"Maricopa County, AZ",4013,12,33.34883,-112.49123,3873000
2007,Dec,"Alameda County, CA",6001,16,37.6090291,-121.899142,1449000
2007,Dec,"Contra Costa County, CA",6013,19,37.9034806,-121.9175345,1011000
2007,Dec,"Los Angeles County, CA",6037,49,34.3155072,-118.2096814,9735000
2007,Dec,"San Bernardino County, CA",6071,12,34.8253019,-116.0833144,1993000
2007,Dec,"Miami-Dade County, FL",12086,22,25.6364246,-80.4989467,2454000
2007,Dec,"Cook County, IL",17031,27,41.8197385,-87.756525,5236000
2007,Dec,"Marion County, IN",18097,14,39.7810289,-86.1365457,878190
2007,Dec,"Orleans Parish, LA",22071,13,30.0801436,-89.9319134,288113
2007,Dec,"Baltimore city, MD",24510,10,39.2559916,-76.634341,640150
2007,Dec,"Wayne County, MI",26163,20,42.2682408,-83.2844172,1981000
2007,Dec,"St. Louis city, MO",29510,11,38.6267938,-90.19770345,355663
2007,Dec,"Essex County, NJ",34013,12,40.7913922,-74.2479444,769139
2007,Dec,"Kings County, NY",36047,21,40.64530975,-73.95502303,2539000
2007,Dec,"Mecklenburg County, NC",37119,14,35.2356385,-80.8139485,865573
2007,Dec,"Philadelphia County, PA",42101,16,40.0114538,-75.1326504,1530000
2007,Dec,"Shelby County, TN",47157,13,35.1782557,-89.8739775,919964
2007,Dec,"Dallas County, TX",48113,16,32.7620405,-96.7790069,2382000
2007,Dec,"Harris County, TX",48201,30,29.8119769,-95.3741247,3909000
2008,Jan,"Jefferson County, AL",1073,10,33.5228184,-86.9164513,663394
2008,Jan,"Maricopa County, AZ",4013,21,33.34883,-112.49123,3958000
2008,Jan,"Los Angeles County, CA",6037,60,34.3155072,-118.2096814,9779000
2008,Jan,"San Bernardino County, CA",6071,15,34.8253019,-116.0833144,2005000
2008,Jan,"Duval County, FL",12031,11,30.3540073,-81.6632109,853116
2008,Jan,"Miami-Dade County, FL",12086,17,25.6364246,-80.4989467,2479000
2008,Jan,"Cook County, IL",17031,30,41.8197385,-87.756525,5257000
2008,Jan,"Marion County, IN",18097,12,39.7810289,-86.1365457,883107
2008,Jan,"Orleans Parish, LA",22071,11,30.0801436,-89.9319134,336644
2008,Jan,"Baltimore city, MD",24510,14,39.2559916,-76.634341,638091
2008,Jan,"Wayne County, MI",26163,23,42.2682408,-83.2844172,1949000
2008,Jan,"Allegheny County, PA",42003,10,40.4597204,-79.9760405,1218000
2008,Jan,"Philadelphia County, PA",42101,20,40.0114538,-75.1326504,1540000
2008,Jan,"Shelby County, TN",47157,14,35.1782557,-89.8739775,919137
2008,Jan,"Dallas County, TX",48113,10,32.7620405,-96.7790069,2412000
2008,Jan,"Harris County, TX",48201,19,29.8119769,-95.3741247,3981000
2008,Feb,"Maricopa County, AZ",4013,21,33.34883,-112.49123,3958000
2008,Feb,"Alameda County, CA",6001,18,37.6090291,-121.899142,1454000
2008,Feb,"Los Angeles County, CA",6037,50,34.3155072,-118.2096814,9779000
2008,Feb,"Orange County, CA",6059,10,33.7500378,-117.8704931,2989000
2008,Feb,"Broward County, FL",12011,10,26.1598074,-80.4623642,1753000
2008,Feb,"Miami-Dade County, FL",12086,18,25.6364246,-80.4989467,2479000
2008,Feb,"Cook County, IL",17031,25,41.8197385,-87.756525,5257000
2008,Feb,"Orleans Parish, LA",22071,12,30.0801436,-89.9319134,336644
2008,Feb,"Wayne County, MI",26163,20,42.2682408,-83.2844172,1949000
2008,Feb,"Kings County, NY",36047,11,40.64530975,-73.95502303,2550000
2008,Feb,"Philadelphia County, PA",42101,22,40.0114538,-75.1326504,1540000
2008,Feb,"Shelby County, TN",47157,10,35.1782557,-89.8739775,919137
2008,Feb,"Dallas County, TX",48113,16,32.7620405,-96.7790069,2412000
2008,Feb,"Harris County, TX",48201,25,29.8119769,-95.3741247,3981000
2008,Mar,"Maricopa County, AZ",4013,21,33.34883,-112.49123,3958000
2008,Mar,"Alameda County, CA",6001,12,37.6090291,-121.899142,1454000
2008,Mar,"Los Angeles County, CA",6037,70,34.3155072,-118.2096814,9779000
2008,Mar,"Miami-Dade County, FL",12086,22,25.6364246,-80.4989467,2479000
2008,Mar,"DeKalb County, GA",13089,10,33.7575613,-84.2186508,740426
2008,Mar,"Fulton County, GA",13121,10,34.0580391,-84.2961283,1013000
2008,Mar,"Cook County, IL",17031,39,41.8197385,-87.756525,5257000
2008,Mar,"Orleans Parish, LA",22071,11,30.0801436,-89.9319134,336644
2008,Mar,"Prince George's County, MD",24033,10,38.803929,-76.8518695,830514
2008,Mar,"Baltimore city, MD",24510,15,39.2559916,-76.634341,638091
2008,Mar,"Wayne County, MI",26163,20,42.2682408,-83.2844172,1949000
2008,Mar,"Kings County, NY",36047,14,40.64530975,-73.95502303,2550000
2008,Mar,"Cuyahoga County, OH",39035,10,41.4301347,-81.6905558,1283000
2008,Mar,"Philadelphia County, PA",42101,18,40.0114538,-75.1326504,1540000
2008,Mar,"Shelby County, TN",47157,13,35.1782557,-89.8739775,919137
2008,Mar,"Dallas County, TX",48113,13,32.7620405,-96.7790069,2412000
2008,Mar,"Harris County, TX",48201,22,29.8119769,-95.3741247,3981000
2008,Apr,"Maricopa County, AZ",4013,29,33.34883,-112.49123,3958000
2008,Apr,"Los Angeles County, CA",6037,59,34.3155072,-118.2096814,9779000
2008,Apr,"District of Columbia, DC",11001,12,38.8949549,-77.0366456,659009
2008,Apr,"Duval County, FL",12031,10,30.3540073,-81.6632109,853116
2008,Apr,"Miami-Dade County, FL",12086,20,25.6364246,-80.4989467,2479000
2008,Apr,"Cook County, IL",17031,41,41.8197385,-87.756525,5257000
2008,Apr,"East Baton Rouge Parish, LA",22033,11,30.5254797,-91.0899217,431024
2008,Apr,"Orleans Parish, LA",22071,20,30.0801436,-89.9319134,336644
2008,Apr,"Prince George's County, MD",24033,12,38.803929,-76.8518695,830514
2008,Apr,"Wayne County, MI",26163,20,42.2682408,-83.2844172,1949000
2008,Apr,"Jackson County, MO",29095,10,40.6531945,-106.3447246,700699
2008,Apr,"St. Louis city, MO",29510,11,38.6267938,-90.19770345,356730
2008,Apr,"Clark County, NV",32003,10,36.13440979,-115.0472645,1879000
2008,Apr,"Essex County, NJ",34013,11,40.7913922,-74.2479444,767075
2008,Apr,"Oklahoma County, OK",40109,11,35.5533328,-97.4367741,3669000
2008,Apr,"Philadelphia County, PA",42101,23,40.0114538,-75.1326504,1540000
2008,Apr,"Shelby County, TN",47157,10,35.1782557,-89.8739775,919137
2008,Apr,"Dallas County, TX",48113,19,32.7620405,-96.7790069,2412000
2008,Apr,"Harris County, TX",48201,34,29.8119769,-95.3741247,3981000
2008,Apr,"Tarrant County, TX",48439,11,32.7513658,-97.335696,1750000
2008,May,"Maricopa County, AZ",4013,18,33.34883,-112.49123,3958000
2008,May,"Alameda County, CA",6001,16,37.6090291,-121.899142,1454000
2008,May,"Los Angeles County, CA",6037,55,34.3155072,-118.2096814,9779000
2008,May,"Riverside County, CA",6065,15,33.7219991,-116.0372472,2088000
2008,May,"District of Columbia, DC",11001,14,38.8949549,-77.0366456,659009
2008,May,"Miami-Dade County, FL",12086,22,25.6364246,-80.4989467,2479000
2008,May,"Orange County, FL",12095,12,28.495156,-81.3111658,1076000
2008,May,"Fulton County, GA",13121,12,34.0580391,-84.2961283,1013000
2008,May,"Cook County, IL",17031,45,41.8197385,-87.756525,5257000
2008,May,"Orleans Parish, LA",22071,14,30.0801436,-89.9319134,336644
2008,May,"Prince George's County, MD",24033,12,38.803929,-76.8518695,830514
2008,May,"Baltimore city, MD",24510,16,39.2559916,-76.634341,638091
2008,May,"Wayne County, MI",26163,27,42.2682408,-83.2844172,1949000
2008,May,"Jackson County, MO",29095,11,40.6531945,-106.3447246,700699
2008,May,"St. Louis city, MO",29510,10,38.6267938,-90.19770345,356730
2008,May,"Bronx County, NY",36005,10,40.85703325,-73.83669616,1389000
2008,May,"Philadelphia County, PA",42101,23,40.0114538,-75.1326504,1540000
2008,May,"Bexar County, TX",48029,12,29.4263987,-98.5104781,1621000
2008,May,"Dallas County, TX",48113,16,32.7620405,-96.7790069,2412000
2008,May,"Harris County, TX",48201,17,29.8119769,-95.3741247,3981000
2008,Jun,"Maricopa County, AZ",4013,29,33.34883,-112.49123,3958000
2008,Jun,"Alameda County, CA",6001,14,37.6090291,-121.899142,1454000
2008,Jun,"Los Angeles County, CA",6037,48,34.3155072,-118.2096814,9779000
2008,Jun,"San Bernardino County, CA",6071,13,34.8253019,-116.0833144,2005000
2008,Jun,"District of Columbia, DC",11001,14,38.8949549,-77.0366456,659009
2008,Jun,"Duval County, FL",12031,13,30.3540073,-81.6632109,853116
2008,Jun,"Miami-Dade County, FL",12086,17,25.6364246,-80.4989467,2479000
2008,Jun,"DeKalb County, GA",13089,10,33.7575613,-84.2186508,740426
2008,Jun,"Cook County, IL",17031,59,41.8197385,-87.756525,5257000
2008,Jun,"Marion County, IN",18097,10,39.7810289,-86.1365457,883107
2008,Jun,"Orleans Parish, LA",22071,15,30.0801436,-89.9319134,336644
2008,Jun,"Prince George's County, MD",24033,11,38.803929,-76.8518695,830514
2008,Jun,"Baltimore city, MD",24510,20,39.2559916,-76.634341,638091
2008,Jun,"Wayne County, MI",26163,22,42.2682408,-83.2844172,1949000
2008,Jun,"St. Louis city, MO",29510,18,38.6267938,-90.19770345,356730
2008,Jun,"Clark County, NV",32003,13,36.13440979,-115.0472645,1879000
2008,Jun,"Kings County, NY",36047,10,40.64530975,-73.95502303,2550000
2008,Jun,"Franklin County, OH",39049,10,40.0283162,-83.0076657,1136000
2008,Jun,"Philadelphia County, PA",42101,31,40.0114538,-75.1326504,1540000
2008,Jun,"Bexar County, TX",48029,11,29.4263987,-98.5104781,1621000
2008,Jun,"Dallas County, TX",48113,14,32.7620405,-96.7790069,2412000
2008,Jun,"Harris County, TX",48201,32,29.8119769,-95.3741247,3981000
2008,Jul,"Jefferson County, AL",1073,16,33.5228184,-86.9164513,663394
2008,Jul,"Maricopa County, AZ",4013,15,33.34883,-112.49123,3958000
2008,Jul,"Alameda County, CA",6001,14,37.6090291,-121.899142,1454000
2008,Jul,"Los Angeles County, CA",6037,49,34.3155072,-118.2096814,9779000
2008,Jul,"District of Columbia, DC",11001,16,38.8949549,-77.0366456,659009
2008,Jul,"Duval County, FL",12031,12,30.3540073,-81.6632109,853116
2008,Jul,"Miami-Dade County, FL",12086,21,25.6364246,-80.4989467,2479000
2008,Jul,"Fulton County, GA",13121,13,34.0580391,-84.2961283,1013000
2008,Jul,"Cook County, IL",17031,53,41.8197385,-87.756525,5257000
2008,Jul,"Marion County, IN",18097,12,39.7810289,-86.1365457,883107
2008,Jul,"Orleans Parish, LA",22071,15,30.0801436,-89.9319134,336644
2008,Jul,"Baltimore city, MD",24510,13,39.2559916,-76.634341,638091
2008,Jul,"Wayne County, MI",26163,35,42.2682408,-83.2844172,1949000
2008,Jul,"Clark County, NV",32003,10,36.13440979,-115.0472645,1879000
2008,Jul,"Kings County, NY",36047,18,40.64530975,-73.95502303,2550000
2008,Jul,"Allegheny County, PA",42003,16,40.4597204,-79.9760405,1218000
2008,Jul,"Philadelphia County, PA",42101,20,40.0114538,-75.1326504,1540000
2008,Jul,"Shelby County, TN",47157,17,35.1782557,-89.8739775,919137
2008,Jul,"Bexar County, TX",48029,10,29.4263987,-98.5104781,1621000
2008,Jul,"Harris County, TX",48201,24,29.8119769,-95.3741247,3981000
2008,Jul,"Milwaukee County, WI",55079,10,43.01641545,-87.97373035,953973
2008,Aug,"Maricopa County, AZ",4013,16,33.34883,-112.49123,3958000
2008,Aug,"Alameda County, CA",6001,15,37.6090291,-121.899142,1454000
2008,Aug,"Contra Costa County, CA",6013,11,37.9034806,-121.9175345,1025000
2008,Aug,"Los Angeles County, CA",6037,60,34.3155072,-118.2096814,9779000
2008,Aug,"District of Columbia, DC",11001,15,38.8949549,-77.0366456,659009
2008,Aug,"Miami-Dade County, FL",12086,12,25.6364246,-80.4989467,2479000
2008,Aug,"Cook County, IL",17031,55,41.8197385,-87.756525,5257000
2008,Aug,"Jefferson County, KY",21111,11,38.1787175,-85.664528,717414
2008,Aug,"Orleans Parish, LA",22071,12,30.0801436,-89.9319134,336644
2008,Aug,"Baltimore city, MD",24510,16,39.2559916,-76.634341,638091
2008,Aug,"Wayne County, MI",26163,23,42.2682408,-83.2844172,1949000
2008,Aug,"Jackson County, MO",29095,21,40.6531945,-106.3447246,700699
2008,Aug,"St. Louis city, MO",29510,13,38.6267938,-90.19770345,356730
2008,Aug,"Bronx County, NY",36005,12,40.85703325,-73.83669616,1389000
2008,Aug,"Kings County, NY",36047,11,40.64530975,-73.95502303,2550000
2008,Aug,"Philadelphia County, PA",42101,28,40.0114538,-75.1326504,1540000
2008,Aug,"Dallas County, TX",48113,11,32.7620405,-96.7790069,2412000
2008,Aug,"Harris County, TX",48201,27,29.8119769,-95.3741247,3981000
2008,Sep,"Jefferson County, AL",1073,12,33.5228184,-86.9164513,663394
2008,Sep,"Maricopa County, AZ",4013,13,33.34883,-112.49123,3958000
2008,Sep,"Alameda County, CA",6001,14,37.6090291,-121.899142,1454000
2008,Sep,"Los Angeles County, CA",6037,43,34.3155072,-118.2096814,9779000
2008,Sep,"San Francisco County, CA",6075,14,5.9649036,-75.1022061,808001
2008,Sep,"District of Columbia, DC",11001,10,38.8949549,-77.0366456,659009
2008,Sep,"Duval County, FL",12031,13,30.3540073,-81.6632109,853116
2008,Sep,"Miami-Dade County, FL",12086,12,25.6364246,-80.4989467,2479000
2008,Sep,"Cook County, IL",17031,60,41.8197385,-87.756525,5257000
2008,Sep,"Prince George's County, MD",24033,10,38.803929,-76.8518695,830514
2008,Sep,"Baltimore city, MD",24510,12,39.2559916,-76.634341,638091
2008,Sep,"Wayne County, MI",26163,38,42.2682408,-83.2844172,1949000
2008,Sep,"Jackson County, MO",29095,18,40.6531945,-106.3447246,700699
2008,Sep,"St. Louis city, MO",29510,13,38.6267938,-90.19770345,356730
2008,Sep,"Essex County, NJ",34013,10,40.7913922,-74.2479444,767075
