,Month,Month Code,County,County Code,Deaths,latitude,longitude,Population
420,"Oct., 2008",2008/10,"DeKalb County, GA",13089,11,33.7575613,-84.2186508,740426
565,"Jul., 2009",2009/07,"DeKalb County, GA",13089,11,33.7575613,-84.2186508,747274
1079,"May, 2012",2012/05,"DeKalb County, GA",13089,11,33.7575613,-84.2186508,708640
1173,"Oct., 2012",2012/10,"DeKalb County, GA",13089,10,33.7575613,-84.2186508,708640
1541,"Oct., 2014",2014/10,"DeKalb County, GA",13089,10,33.7575613,-84.2186508,724222
1703,"Jul., 2015",2015/07,"DeKalb County, GA",13089,10,33.7575613,-84.2186508,734871
1783,"Oct., 2015",2015/10,"DeKalb County, GA",13089,12,33.7575613,-84.2186508,734871
1809,"Nov., 2015",2015/11,"DeKalb County, GA",13089,10,33.7575613,-84.2186508,734871
1899,"Apr., 2016",2016/04,"DeKalb County, GA",13089,13,33.7575613,-84.2186508,691893
1945,"Jun., 2016",2016/06,"DeKalb County, GA",13089,12,33.7575613,-84.2186508,691893
1972,"Jul., 2016",2016/07,"DeKalb County, GA",13089,12,33.7575613,-84.2186508,691893
4,"Jan., 2007",2007/01,"District of Columbia, DC",11001,14,38.8949549,-77.0366456,659009
39,"Mar., 2007",2007/03,"District of Columbia, DC",11001,10,38.8949549,-77.0366456,659009
56,"Apr., 2007",2007/04,"District of Columbia, DC",11001,10,38.8949549,-77.0366456,659009
97,"Jun., 2007",2007/06,"District of Columbia, DC",11001,20,38.8949549,-77.0366456,659009
143,"Aug., 2007",2007/08,"District of Columbia, DC",11001,10,38.8949549,-77.0366456,659009
165,"Sep., 2007",2007/09,"District of Columbia, DC",11001,14,38.8949549,-77.0366456,659009
186,"Oct., 2007",2007/10,"District of Columbia, DC",11001,16,38.8949549,-77.0366456,659009
205,"Nov., 2007",2007/11,"District of Columbia, DC",11001,10,38.8949549,-77.0366456,659009
292,"Apr., 2008",2008/04,"District of Columbia, DC",11001,12,38.8949549,-77.0366456,659009
314,"May, 2008",2008/05,"District of Columbia, DC",11001,14,38.8949549,-77.0366456,659009
334,"Jun., 2008",2008/06,"District of Columbia, DC",11001,14,38.8949549,-77.0366456,659009
356,"Jul., 2008",2008/07,"District of Columbia, DC",11001,16,38.8949549,-77.0366456,659009
377,"Aug., 2008",2008/08,"District of Columbia, DC",11001,15,38.8949549,-77.0366456,659009
396,"Sep., 2008",2008/09,"District of Columbia, DC",11001,10,38.8949549,-77.0366456,659009
416,"Oct., 2008",2008/10,"District of Columbia, DC",11001,14,38.8949549,-77.0366456,659009
544,"Jun., 2009",2009/06,"District of Columbia, DC",11001,10,38.8949549,-77.0366456,659009
563,"Jul., 2009",2009/07,"District of Columbia, DC",11001,13,38.8949549,-77.0366456,659009
583,"Aug., 2009",2009/08,"District of Columbia, DC",11001,10,38.8949549,-77.0366456,659009
614,"Oct., 2009",2009/10,"District of Columbia, DC",11001,15,38.8949549,-77.0366456,659009
714,"May, 2010",2010/05,"District of Columbia, DC",11001,11,38.8949549,-77.0366456,601723
812,"Nov., 2010",2010/11,"District of Columbia, DC",11001,11,38.8949549,-77.0366456,601723
1410,"Jan., 2014",2014/01,"District of Columbia, DC",11001,11,38.8949549,-77.0366456,633736
1432,"Mar., 2014",2014/03,"District of Columbia, DC",11001,10,38.8949549,-77.0366456,633736
1700,"Jul., 2015",2015/07,"District of Columbia, DC",11001,11,38.8949549,-77.0366456,647484
1731,"Aug., 2015",2015/08,"District of Columbia, DC",11001,13,38.8949549,-77.0366456,647484
1753,"Sep., 2015",2015/09,"District of Columbia, DC",11001,12,38.8949549,-77.0366456,647484
1781,"Oct., 2015",2015/10,"District of Columbia, DC",11001,11,38.8949549,-77.0366456,647484
1804,"Nov., 2015",2015/11,"District of Columbia, DC",11001,15,38.8949549,-77.0366456,647484
1917,"May, 2016",2016/05,"District of Columbia, DC",11001,10,38.8949549,-77.0366456,693972
1941,"Jun., 2016",2016/06,"District of Columbia, DC",11001,11,38.8949549,-77.0366456,693972
1995,"Aug., 2016",2016/08,"District of Columbia, DC",11001,10,38.8949549,-77.0366456,693972
2025,"Sep., 2016",2016/09,"District of Columbia, DC",11001,13,38.8949549,-77.0366456,693972
1598,"Jan., 2015",2015/01,"Douglas County, NE",31055,11,41.2954112,-96.1415672,510199
5,"Jan., 2007",2007/01,"Duval County, FL",12031,14,30.3540073,-81.6632109,848841
76,"May, 2007",2007/05,"Duval County, FL",12031,10,30.3540073,-81.6632109,848841
99,"Jun., 2007",2007/06,"Duval County, FL",12031,11,30.3540073,-81.6632109,848841
118,"Jul., 2007",2007/07,"Duval County, FL",12031,16,30.3540073,-81.6632109,848841
144,"Aug., 2007",2007/08,"Duval County, FL",12031,12,30.3540073,-81.6632109,848841
187,"Oct., 2007",2007/10,"Duval County, FL",12031,13,30.3540073,-81.6632109,848841
207,"Nov., 2007",2007/11,"Duval County, FL",12031,11,30.3540073,-81.6632109,848841
247,"Jan., 2008",2008/01,"Duval County, FL",12031,11,30.3540073,-81.6632109,853116
293,"Apr., 2008",2008/04,"Duval County, FL",12031,10,30.3540073,-81.6632109,853116
335,"Jun., 2008",2008/06,"Duval County, FL",12031,13,30.3540073,-81.6632109,853116
357,"Jul., 2008",2008/07,"Duval County, FL",12031,12,30.3540073,-81.6632109,853116
397,"Sep., 2008",2008/09,"Duval County, FL",12031,13,30.3540073,-81.6632109,853116
417,"Oct., 2008",2008/10,"Duval County, FL",12031,12,30.3540073,-81.6632109,853116
440,"Nov., 2008",2008/11,"Duval County, FL",12031,13,30.3540073,-81.6632109,853116
472,"Jan., 2009",2009/01,"Duval County, FL",12031,10,30.3540073,-81.6632109,857040
528,"May, 2009",2009/05,"Duval County, FL",12031,10,30.3540073,-81.6632109,857040
584,"Aug., 2009",2009/08,"Duval County, FL",12031,10,30.3540073,-81.6632109,857040
599,"Sep., 2009",2009/09,"Duval County, FL",12031,11,30.3540073,-81.6632109,857040
615,"Oct., 2009",2009/10,"Duval County, FL",12031,11,30.3540073,-81.6632109,857040
644,"Dec., 2009",2009/12,"Duval County, FL",12031,15,30.3540073,-81.6632109,857040
695,"Apr., 2010",2010/04,"Duval County, FL",12031,10,30.3540073,-81.6632109,865785
895,"May, 2011",2011/05,"Duval County, FL",12031,14,30.3540073,-81.6632109,872455
1049,"Mar., 2012",2012/03,"Duval County, FL",12031,12,30.3540073,-81.6632109,880959
1097,"Jun., 2012",2012/06,"Duval County, FL",12031,10,30.3540073,-81.6632109,880959
1154,"Sep., 2012",2012/09,"Duval County, FL",12031,10,30.3540073,-81.6632109,880959
1203,"Dec., 2012",2012/12,"Duval County, FL",12031,13,30.3540073,-81.6632109,880959
1246,"Mar., 2013",2013/03,"Duval County, FL",12031,10,30.3540073,-81.6632109,887586
1307,"Jul., 2013",2013/07,"Duval County, FL",12031,14,30.3540073,-81.6632109,887586
1327,"Aug., 2013",2013/08,"Duval County, FL",12031,10,30.3540073,-81.6632109,887586
1377,"Nov., 2013",2013/11,"Duval County, FL",12031,10,30.3540073,-81.6632109,887586
1477,"Jun., 2014",2014/06,"Duval County, FL",12031,13,30.3540073,-81.6632109,899353
1496,"Jul., 2014",2014/07,"Duval County, FL",12031,10,30.3540073,-81.6632109,899353
1523,"Sep., 2014",2014/09,"Duval County, FL",12031,10,30.3540073,-81.6632109,899353
1571,"Dec., 2014",2014/12,"Duval County, FL",12031,11,30.3540073,-81.6632109,899353
1655,"May, 2015",2015/05,"Duval County, FL",12031,13,30.3540073,-81.6632109,913010
1678,"Jun., 2015",2015/06,"Duval County, FL",12031,11,30.3540073,-81.6632109,913010
1754,"Sep., 2015",2015/09,"Duval County, FL",12031,10,30.3540073,-81.6632109,913010
1806,"Nov., 2015",2015/11,"Duval County, FL",12031,11,30.3540073,-81.6632109,913010
1828,"Dec., 2015",2015/12,"Duval County, FL",12031,11,30.3540073,-81.6632109,913010
1848,"Jan., 2016",2016/01,"Duval County, FL",12031,13,30.3540073,-81.6632109,864263
1969,"Jul., 2016",2016/07,"Duval County, FL",12031,12,30.3540073,-81.6632109,864263
60,"Apr., 2007",2007/04,"East Baton Rouge Parish, LA",22033,10,30.5254797,-91.0899217,430700
170,"Sep., 2007",2007/09,"East Baton Rouge Parish, LA",22033,10,30.5254797,-91.0899217,430700
296,"Apr., 2008",2008/04,"East Baton Rouge Parish, LA",22033,11,30.5254797,-91.0899217,431024
462,"Dec., 2008",2008/12,"East Baton Rouge Parish, LA",22033,10,30.5254797,-91.0899217,431024
568,"Jul., 2009",2009/07,"East Baton Rouge Parish, LA",22033,14,30.5254797,-91.0899217,434633
718,"May, 2010",2010/05,"East Baton Rouge Parish, LA",22033,14,30.5254797,-91.0899217,440722
732,"Jun., 2010",2010/06,"East Baton Rouge Parish, LA",22033,12,30.5254797,-91.0899217,440722
857,"Feb., 2011",2011/02,"East Baton Rouge Parish, LA",22033,11,30.5254797,-91.0899217,441371
965,"Sep., 2011",2011/09,"East Baton Rouge Parish, LA",22033,12,30.5254797,-91.0899217,441371
1082,"May, 2012",2012/05,"East Baton Rouge Parish, LA",22033,10,30.5254797,-91.0899217,444135
1101,"Jun., 2012",2012/06,"East Baton Rouge Parish, LA",22033,12,30.5254797,-91.0899217,444135
1137,"Aug., 2012",2012/08,"East Baton Rouge Parish, LA",22033,13,30.5254797,-91.0899217,444135
1220,"Jan., 2013",2013/01,"East Baton Rouge Parish, LA",22033,11,30.5254797,-91.0899217,445129
1682,"Jun., 2015",2015/06,"East Baton Rouge Parish, LA",22033,10,30.5254797,-91.0899217,446753
2082,"Nov., 2016",2016/11,"East Baton Rouge Parish, LA",22033,13,30.5254797,-91.0899217,440171
928,"Jul., 2011",2011/07,"El Paso County, CO",8041,11,38.8287435,-104.5253456,636946
591,"Aug., 2009",2009/08,"Erie County, NY",36029,16,42.7164263,-78.7620327,909247
773,"Aug., 2010",2010/08,"Erie County, NY",36029,10,42.7164263,-78.7620327,919077
1766,"Sep., 2015",2015/09,"Erie County, NY",36029,11,42.7164263,-78.7620327,922578
13,"Jan., 2007",2007/01,"Essex County, NJ",34013,10,40.7913922,-74.2479444,769139
175,"Sep., 2007",2007/09,"Essex County, NJ",34013,12,40.7913922,-74.2479444,769139
193,"Oct., 2007",2007/10,"Essex County, NJ",34013,11,40.7913922,-74.2479444,769139
219,"Nov., 2007",2007/11,"Essex County, NJ",34013,12,40.7913922,-74.2479444,769139
236,"Dec., 2007",2007/12,"Essex County, NJ",34013,12,40.7913922,-74.2479444,769139
303,"Apr., 2008",2008/04,"Essex County, NJ",34013,11,40.7913922,-74.2479444,767075
405,"Sep., 2008",2008/09,"Essex County, NJ",34013,10,40.7913922,-74.2479444,767075
572,"Jul., 2009",2009/07,"Essex County, NJ",34013,12,40.7913922,-74.2479444,769644
635,"Nov., 2009",2009/11,"Essex County, NJ",34013,13,40.7913922,-74.2479444,769644
649,"Dec., 2009",2009/12,"Essex County, NJ",34013,12,40.7913922,-74.2479444,769644
751,"Jul., 2010",2010/07,"Essex County, NJ",34013,13,40.7913922,-74.2479444,784597
772,"Aug., 2010",2010/08,"Essex County, NJ",34013,12,40.7913922,-74.2479444,784597
834,"Dec., 2010",2010/12,"Essex County, NJ",34013,15,40.7913922,-74.2479444,784597
850,"Jan., 2011",2011/01,"Essex County, NJ",34013,11,40.7913922,-74.2479444,787006
919,"Jun., 2011",2011/06,"Essex County, NJ",34013,11,40.7913922,-74.2479444,787006
936,"Jul., 2011",2011/07,"Essex County, NJ",34013,13,40.7913922,-74.2479444,787006
971,"Sep., 2011",2011/09,"Essex County, NJ",34013,10,40.7913922,-74.2479444,787006
1040,"Feb., 2012",2012/02,"Essex County, NJ",34013,10,40.7913922,-74.2479444,787006
1122,"Jul., 2012",2012/07,"Essex County, NJ",34013,13,40.7913922,-74.2479444,787707
1266,"Apr., 2013",2013/04,"Essex County, NJ",34013,10,40.7913922,-74.2479444,787707
1282,"May, 2013",2013/05,"Essex County, NJ",34013,10,40.7913922,-74.2479444,787707
1297,"Jun., 2013",2013/06,"Essex County, NJ",34013,12,40.7913922,-74.2479444,787707
1316,"Jul., 2013",2013/07,"Essex County, NJ",34013,11,40.7913922,-74.2479444,787707
1334,"Aug., 2013",2013/08,"Essex County, NJ",34013,10,40.7913922,-74.2479444,787707
1351,"Sep., 2013",2013/09,"Essex County, NJ",34013,11,40.7913922,-74.2479444,787707
1368,"Oct., 2013",2013/10,"Essex County, NJ",34013,13,40.7913922,-74.2479444,787707
1384,"Nov., 2013",2013/11,"Essex County, NJ",34013,12,40.7913922,-74.2479444,787707
1402,"Dec., 2013",2013/12,"Essex County, NJ",34013,11,40.7913922,-74.2479444,787707
1438,"Mar., 2014",2014/03,"Essex County, NJ",34013,10,40.7913922,-74.2479444,794962
1486,"Jun., 2014",2014/06,"Essex County, NJ",34013,10,40.7913922,-74.2479444,794962
1532,"Sep., 2014",2014/09,"Essex County, NJ",34013,10,40.7913922,-74.2479444,794962
1563,"Nov., 2014",2014/11,"Essex County, NJ",34013,13,40.7913922,-74.2479444,794962
1645,"Apr., 2015",2015/04,"Essex County, NJ",34013,11,40.7913922,-74.2479444,797434
1716,"Jul., 2015",2015/07,"Essex County, NJ",34013,14,40.7913922,-74.2479444,797434
1765,"Sep., 2015",2015/09,"Essex County, NJ",34013,13,40.7913922,-74.2479444,797434
1836,"Dec., 2015",2015/12,"Essex County, NJ",34013,12,40.7913922,-74.2479444,797434
1857,"Jan., 2016",2016/01,"Essex County, NJ",34013,11,40.7913922,-74.2479444,783969
1982,"Jul., 2016",2016/07,"Essex County, NJ",34013,12,40.7913922,-74.2479444,783969
2010,"Aug., 2016",2016/08,"Essex County, NJ",34013,10,40.7913922,-74.2479444,783969
2090,"Nov., 2016",2016/11,"Essex County, NJ",34013,10,40.7913922,-74.2479444,783969
1202,"Dec., 2012",2012/12,"Fairfield County, CT",9001,28,41.2943069,-73.37486,935238
347,"Jun., 2008",2008/06,"Franklin County, OH",39049,10,40.0283162,-83.0076657,1136000
430,"Oct., 2008",2008/10,"Franklin County, OH",39049,11,40.0283162,-83.0076657,1136000
478,"Jan., 2009",2009/01,"Franklin County, OH",39049,11,40.0283162,-83.0076657,1150000
622,"Oct., 2009",2009/10,"Franklin County, OH",39049,12,40.0283162,-83.0076657,1150000
687,"Mar., 2010",2010/03,"Franklin County, OH",39049,13,40.0283162,-83.0076657,1166000
707,"Apr., 2010",2010/04,"Franklin County, OH",39049,13,40.0283162,-83.0076657,1166000
755,"Jul., 2010",2010/07,"Franklin County, OH",39049,10,40.0283162,-83.0076657,1166000
904,"May, 2011",2011/05,"Franklin County, OH",39049,12,40.0283162,-83.0076657,1180000
975,"Sep., 2011",2011/09,"Franklin County, OH",39049,10,40.0283162,-83.0076657,1180000
1069,"Apr., 2012",2012/04,"Franklin County, OH",39049,12,40.0283162,-83.0076657,1198000
1087,"May, 2012",2012/05,"Franklin County, OH",39049,12,40.0283162,-83.0076657,1198000
1125,"Jul., 2012",2012/07,"Franklin County, OH",39049,13,40.0283162,-83.0076657,1198000
1317,"Jul., 2013",2013/07,"Franklin County, OH",39049,15,40.0283162,-83.0076657,1215000
1385,"Nov., 2013",2013/11,"Franklin County, OH",39049,13,40.0283162,-83.0076657,1215000
1468,"May, 2014",2014/05,"Franklin County, OH",39049,12,40.0283162,-83.0076657,1234000
1551,"Oct., 2014",2014/10,"Franklin County, OH",39049,11,40.0283162,-83.0076657,1234000
1601,"Jan., 2015",2015/01,"Franklin County, OH",39049,10,40.0283162,-83.0076657,1252000
1689,"Jun., 2015",2015/06,"Franklin County, OH",39049,12,40.0283162,-83.0076657,1252000
1745,"Aug., 2015",2015/08,"Franklin County, OH",39049,10,40.0283162,-83.0076657,1252000
1838,"Dec., 2015",2015/12,"Franklin County, OH",39049,10,40.0283162,-83.0076657,1252000
1956,"Jun., 2016",2016/06,"Franklin County, OH",39049,11,40.0283162,-83.0076657,1163414
2039,"Sep., 2016",2016/09,"Franklin County, OH",39049,11,40.0283162,-83.0076657,1163414
2063,"Oct., 2016",2016/10,"Franklin County, OH",39049,10,40.0283162,-83.0076657,1163414
2115,"Dec., 2016",2016/12,"Franklin County, OH",39049,13,40.0283162,-83.0076657,1163414
140,"Aug., 2007",2007/08,"Fresno County, CA",6019,11,36.6713502,-119.8155355,889888
1094,"Jun., 2012",2012/06,"Fresno County, CA",6019,13,36.6713502,-119.8155355,947713
1152,"Sep., 2012",2012/09,"Fresno County, CA",6019,10,36.6713502,-119.8155355,947713
1846,"Jan., 2016",2016/01,"Fresno County, CA",6019,14,36.6713502,-119.8155355,522053
58,"Apr., 2007",2007/04,"Fulton County, GA",13121,14,34.0580391,-84.2961283,990790
101,"Jun., 2007",2007/06,"Fulton County, GA",13121,12,34.0580391,-84.2961283,990790
121,"Jul., 2007",2007/07,"Fulton County, GA",13121,17,34.0580391,-84.2961283,990790
147,"Aug., 2007",2007/08,"Fulton County, GA",13121,13,34.0580391,-84.2961283,990790
168,"Sep., 2007",2007/09,"Fulton County, GA",13121,12,34.0580391,-84.2961283,990790
211,"Nov., 2007",2007/11,"Fulton County, GA",13121,12,34.0580391,-84.2961283,990790
278,"Mar., 2008",2008/03,"Fulton County, GA",13121,10,34.0580391,-84.2961283,1013000
317,"May, 2008",2008/05,"Fulton County, GA",13121,12,34.0580391,-84.2961283,1013000
359,"Jul., 2008",2008/07,"Fulton County, GA",13121,13,34.0580391,-84.2961283,1013000
421,"Oct., 2008",2008/10,"Fulton County, GA",13121,11,34.0580391,-84.2961283,1013000
459,"Dec., 2008",2008/12,"Fulton County, GA",13121,11,34.0580391,-84.2961283,1013000
546,"Jun., 2009",2009/06,"Fulton County, GA",13121,11,34.0580391,-84.2961283,1034000
566,"Jul., 2009",2009/07,"Fulton County, GA",13121,14,34.0580391,-84.2961283,1034000
645,"Dec., 2009",2009/12,"Fulton County, GA",13121,12,34.0580391,-84.2961283,1034000
698,"Apr., 2010",2010/04,"Fulton County, GA",13121,10,34.0580391,-84.2961283,926038
729,"Jun., 2010",2010/06,"Fulton County, GA",13121,11,34.0580391,-84.2961283,926038
799,"Oct., 2010",2010/10,"Fulton County, GA",13121,12,34.0580391,-84.2961283,926038
868,"Mar., 2011",2011/03,"Fulton County, GA",13121,10,34.0580391,-84.2961283,950233
913,"Jun., 2011",2011/06,"Fulton County, GA",13121,15,34.0580391,-84.2961283,950233
1051,"Mar., 2012",2012/03,"Fulton County, GA",13121,10,34.0580391,-84.2961283,977816
1188,"Nov., 2012",2012/11,"Fulton County, GA",13121,14,34.0580391,-84.2961283,977816
1205,"Dec., 2012",2012/12,"Fulton County, GA",13121,13,34.0580391,-84.2961283,977816
1362,"Oct., 2013",2013/10,"Fulton County, GA",13121,10,34.0580391,-84.2961283,984440
1379,"Nov., 2013",2013/11,"Fulton County, GA",13121,10,34.0580391,-84.2961283,984440
1480,"Jun., 2014",2014/06,"Fulton County, GA",13121,12,34.0580391,-84.2961283,996463
1525,"Sep., 2014",2014/09,"Fulton County, GA",13121,13,34.0580391,-84.2961283,996463
1558,"Nov., 2014",2014/11,"Fulton County, GA",13121,16,34.0580391,-84.2961283,996463
1657,"May, 2015",2015/05,"Fulton County, GA",13121,10,34.0580391,-84.2961283,1011000
1704,"Jul., 2015",2015/07,"Fulton County, GA",13121,15,34.0580391,-84.2961283,1011000
1784,"Oct., 2015",2015/10,"Fulton County, GA",13121,10,34.0580391,-84.2961283,1011000
1850,"Jan., 2016",2016/01,"Fulton County, GA",13121,14,34.0580391,-84.2961283,920581
1900,"Apr., 2016",2016/04,"Fulton County, GA",13121,11,34.0580391,-84.2961283,920581
1919,"May, 2016",2016/05,"Fulton County, GA",13121,10,34.0580391,-84.2961283,920581
1946,"Jun., 2016",2016/06,"Fulton County, GA",13121,14,34.0580391,-84.2961283,920581
1973,"Jul., 2016",2016/07,"Fulton County, GA",13121,10,34.0580391,-84.2961283,920581
1998,"Aug., 2016",2016/08,"Fulton County, GA",13121,15,34.0580391,-84.2961283,920581
2027,"Sep., 2016",2016/09,"Fulton County, GA",13121,10,34.0580391,-84.2961283,920581
2053,"Oct., 2016",2016/10,"Fulton County, GA",13121,13,34.0580391,-84.2961283,920581
2078,"Nov., 2016",2016/11,"Fulton County, GA",13121,13,34.0580391,-84.2961283,920581
2104,"Dec., 2016",2016/12,"Fulton County, GA",13121,11,34.0580391,-84.2961283,920581
950,"Aug., 2011",2011/08,"Genesee County, MI",26049,10,43.0220032,-83.7274305,421784
1025,"Jan., 2012",2012/01,"Genesee County, MI",26049,10,43.0220032,-83.7274305,418110
1739,"Aug., 2015",2015/08,"Genesee County, MI",26049,13,43.0220032,-83.7274305,410849
156,"Aug., 2007",2007/08,"Hamilton County, OH",39061,11,39.2085354,-84.5501874,855928
448,"Nov., 2008",2008/11,"Hamilton County, OH",39061,10,39.2085354,-84.5501874,853508
688,"Mar., 2010",2010/03,"Hamilton County, OH",39061,11,39.2085354,-84.5501874,802270
739,"Jun., 2010",2010/06,"Hamilton County, OH",39061,10,39.2085354,-84.5501874,802270
1386,"Nov., 2013",2013/11,"Hamilton County, OH",39061,10,39.2085354,-84.5501874,804083
1469,"May, 2014",2014/05,"Hamilton County, OH",39061,10,39.2085354,-84.5501874,806332
1690,"Jun., 2015",2015/06,"Hamilton County, OH",39061,12,39.2085354,-84.5501874,807598
1794,"Oct., 2015",2015/10,"Hamilton County, OH",39061,13,39.2085354,-84.5501874,807598
19,"Jan., 2007",2007/01,"Harris County, TX",48201,27,29.8119769,-95.3741247,3909000
35,"Feb., 2007",2007/02,"Harris County, TX",48201,20,29.8119769,-95.3741247,3909000
51,"Mar., 2007",2007/03,"Harris County, TX",48201,31,29.8119769,-95.3741247,3909000
70,"Apr., 2007",2007/04,"Harris County, TX",48201,23,29.8119769,-95.3741247,3909000
91,"May, 2007",2007/05,"Harris County, TX",48201,28,29.8119769,-95.3741247,3909000
111,"Jun., 2007",2007/06,"Harris County, TX",48201,17,29.8119769,-95.3741247,3909000
136,"Jul., 2007",2007/07,"Harris County, TX",48201,33,29.8119769,-95.3741247,3909000
160,"Aug., 2007",2007/08,"Harris County, TX",48201,31,29.8119769,-95.3741247,3909000
180,"Sep., 2007",2007/09,"Harris County, TX",48201,23,29.8119769,-95.3741247,3909000
199,"Oct., 2007",2007/10,"Harris County, TX",48201,27,29.8119769,-95.3741247,3909000
223,"Nov., 2007",2007/11,"Harris County, TX",48201,26,29.8119769,-95.3741247,3909000
242,"Dec., 2007",2007/12,"Harris County, TX",48201,30,29.8119769,-95.3741247,3909000
258,"Jan., 2008",2008/01,"Harris County, TX",48201,19,29.8119769,-95.3741247,3981000
272,"Feb., 2008",2008/02,"Harris County, TX",48201,25,29.8119769,-95.3741247,3981000
289,"Mar., 2008",2008/03,"Harris County, TX",48201,22,29.8119769,-95.3741247,3981000
308,"Apr., 2008",2008/04,"Harris County, TX",48201,34,29.8119769,-95.3741247,3981000
329,"May, 2008",2008/05,"Harris County, TX",48201,17,29.8119769,-95.3741247,3981000
351,"Jun., 2008",2008/06,"Harris County, TX",48201,32,29.8119769,-95.3741247,3981000
371,"Jul., 2008",2008/07,"Harris County, TX",48201,24,29.8119769,-95.3741247,3981000
390,"Aug., 2008",2008/08,"Harris County, TX",48201,27,29.8119769,-95.3741247,3981000
411,"Sep., 2008",2008/09,"Harris County, TX",48201,23,29.8119769,-95.3741247,3981000
434,"Oct., 2008",2008/10,"Harris County, TX",48201,22,29.8119769,-95.3741247,3981000
453,"Nov., 2008",2008/11,"Harris County, TX",48201,22,29.8119769,-95.3741247,3981000
469,"Dec., 2008",2008/12,"Harris County, TX",48201,19,29.8119769,-95.3741247,3981000
482,"Jan., 2009",2009/01,"Harris County, TX",48201,26,29.8119769,-95.3741247,4071000
491,"Feb., 2009",2009/02,"Harris County, TX",48201,22,29.8119769,-95.3741247,4071000
507,"Mar., 2009",2009/03,"Harris County, TX",48201,21,29.8119769,-95.3741247,4071000
523,"Apr., 2009",2009/04,"Harris County, TX",48201,31,29.8119769,-95.3741247,4071000
540,"May, 2009",2009/05,"Harris County, TX",48201,35,29.8119769,-95.3741247,4071000
557,"Jun., 2009",2009/06,"Harris County, TX",48201,31,29.8119769,-95.3741247,4071000
578,"Jul., 2009",2009/07,"Harris County, TX",48201,35,29.8119769,-95.3741247,4071000
595,"Aug., 2009",2009/08,"Harris County, TX",48201,39,29.8119769,-95.3741247,4071000
610,"Sep., 2009",2009/09,"Harris County, TX",48201,33,29.8119769,-95.3741247,4071000
625,"Oct., 2009",2009/10,"Harris County, TX",48201,22,29.8119769,-95.3741247,4071000
640,"Nov., 2009",2009/11,"Harris County, TX",48201,27,29.8119769,-95.3741247,4071000
655,"Dec., 2009",2009/12,"Harris County, TX",48201,21,29.8119769,-95.3741247,4071000
667,"Jan., 2010",2010/01,"Harris County, TX",48201,21,29.8119769,-95.3741247,4108000
676,"Feb., 2010",2010/02,"Harris County, TX",48201,28,29.8119769,-95.3741247,4108000
692,"Mar., 2010",2010/03,"Harris County, TX",48201,24,29.8119769,-95.3741247,4108000
710,"Apr., 2010",2010/04,"Harris County, TX",48201,19,29.8119769,-95.3741247,4108000
724,"May, 2010",2010/05,"Harris County, TX",48201,32,29.8119769,-95.3741247,4108000
742,"Jun., 2010",2010/06,"Harris County, TX",48201,21,29.8119769,-95.3741247,4108000
760,"Jul., 2010",2010/07,"Harris County, TX",48201,18,29.8119769,-95.3741247,4108000
778,"Aug., 2010",2010/08,"Harris County, TX",48201,16,29.8119769,-95.3741247,4108000
794,"Sep., 2010",2010/09,"Harris County, TX",48201,19,29.8119769,-95.3741247,4108000
807,"Oct., 2010",2010/10,"Harris County, TX",48201,27,29.8119769,-95.3741247,4108000
823,"Nov., 2010",2010/11,"Harris County, TX",48201,21,29.8119769,-95.3741247,4108000
839,"Dec., 2010",2010/12,"Harris County, TX",48201,22,29.8119769,-95.3741247,4108000
852,"Jan., 2011",2011/01,"Harris County, TX",48201,22,29.8119769,-95.3741247,4181000
862,"Feb., 2011",2011/02,"Harris County, TX",48201,20,29.8119769,-95.3741247,4181000
875,"Mar., 2011",2011/03,"Harris County, TX",48201,24,29.8119769,-95.3741247,4181000
891,"Apr., 2011",2011/04,"Harris County, TX",48201,11,29.8119769,-95.3741247,4181000
908,"May, 2011",2011/05,"Harris County, TX",48201,26,29.8119769,-95.3741247,4181000
923,"Jun., 2011",2011/06,"Harris County, TX",48201,18,29.8119769,-95.3741247,4181000
941,"Jul., 2011",2011/07,"Harris County, TX",48201,22,29.8119769,-95.3741247,4181000
959,"Aug., 2011",2011/08,"Harris County, TX",48201,23,29.8119769,-95.3741247,4181000
978,"Sep., 2011",2011/09,"Harris County, TX",48201,19,29.8119769,-95.3741247,4181000
992,"Oct., 2011",2011/10,"Harris County, TX",48201,19,29.8119769,-95.3741247,4181000
1005,"Nov., 2011",2011/11,"Harris County, TX",48201,29,29.8119769,-95.3741247,4181000
1016,"Dec., 2011",2011/12,"Harris County, TX",48201,10,29.8119769,-95.3741247,4181000
1033,"Jan., 2012",2012/01,"Harris County, TX",48201,15,29.8119769,-95.3741247,4263000
1043,"Feb., 2012",2012/02,"Harris County, TX",48201,21,29.8119769,-95.3741247,4263000
1059,"Mar., 2012",2012/03,"Harris County, TX",48201,27,29.8119769,-95.3741247,4263000
1074,"Apr., 2012",2012/04,"Harris County, TX",48201,13,29.8119769,-95.3741247,4263000
1091,"May, 2012",2012/05,"Harris County, TX",48201,20,29.8119769,-95.3741247,4263000
1110,"Jun., 2012",2012/06,"Harris County, TX",48201,28,29.8119769,-95.3741247,4263000
1130,"Jul., 2012",2012/07,"Harris County, TX",48201,27,29.8119769,-95.3741247,4263000
1147,"Aug., 2012",2012/08,"Harris County, TX",48201,21,29.8119769,-95.3741247,4263000
